Model,Xviewer,
BlockNumber,1,
TraceName,CH1,CH2
BlockSize,10010,10010
Date,25-05-2022,25-05-2022
Time,39:35.8,39:35.8
VUnit,V,V
HResolution,5.00E-06,5.00E-06
HOffset,-2.50E-02,-2.50E-02
HUnit,s,s
,2.64,4.466667
,2.633333,4.466667
,2.64,4.466667
,2.633333,4.466667
,2.633333,4.466667
,2.633333,4.466667
,2.623333,4.453333
,2.633333,4.466667
,2.646667,4.48
,2.633333,4.453333
,2.633333,4.48
,2.633333,4.453333
,2.64,4.48
,2.633333,4.48
,2.626667,4.466667
,2.626667,4.466667
,2.633333,4.466667
,2.626667,4.466667
,2.626667,4.466667
,2.623333,4.453333
,2.626667,4.466667
,2.633333,4.44
,2.633333,4.453333
,2.626667,4.453333
,2.633333,4.44
,2.633333,4.44
,2.633333,4.453333
,2.633333,4.453333
,2.626667,4.44
,2.626667,4.453333
,2.626667,4.466667
,2.626667,4.44
,2.626667,4.453333
,2.633333,4.44
,2.623333,4.44
,2.626667,4.44
,2.616667,4.44
,2.626667,4.453333
,2.623333,4.453333
,2.626667,4.453333
,2.626667,4.44
,2.623333,4.44
,2.623333,4.453333
,2.623333,4.426667
,2.616667,4.44
,2.616667,4.426667
,2.633333,4.44
,2.61,4.44
,2.633333,4.44
,2.616667,4.44
,2.616667,4.453333
,2.626667,4.44
,2.623333,4.426667
,2.623333,4.44
,2.616667,4.44
,2.623333,4.44
,2.633333,4.44
,2.616667,4.426667
,2.623333,4.44
,2.623333,4.44
,2.626667,4.426667
,2.626667,4.44
,2.603333,4.44
,2.61,4.44
,2.616667,4.42
,2.626667,4.44
,2.633333,4.426667
,2.616667,4.42
,2.623333,4.42
,2.626667,4.426667
,2.626667,4.426667
,2.616667,4.426667
,2.61,4.42
,2.616667,4.42
,2.623333,4.44
,2.616667,4.426667
,2.626667,4.42
,2.623333,4.42
,2.616667,4.42
,2.61,4.42
,2.616667,4.42
,2.616667,4.406667
,2.616667,4.42
,2.61,4.426667
,2.623333,4.426667
,2.596667,4.42
,2.623333,4.426667
,2.616667,4.426667
,2.61,4.426667
,2.616667,4.42
,2.626667,4.406667
,2.623333,4.426667
,2.623333,4.42
,2.616667,4.406667
,2.61,4.42
,2.61,4.426667
,2.61,4.42
,2.603333,4.42
,2.61,4.406667
,2.616667,4.42
,2.603333,4.406667
,2.61,4.406667
,2.616667,4.42
,2.616667,4.393333
,2.61,4.406667
,2.596667,4.406667
,2.603333,4.393333
,2.623333,4.406667
,2.61,4.393333
,2.616667,4.406667
,2.61,4.393333
,2.596667,4.393333
,2.616667,4.406667
,2.596667,4.393333
,2.596667,4.393333
,2.603333,4.406667
,2.603333,4.406667
,2.603333,4.393333
,2.603333,4.393333
,2.603333,4.393333
,2.616667,4.38
,2.603333,4.393333
,2.61,4.406667
,2.603333,4.406667
,2.603333,4.38
,2.61,4.42
,2.603333,4.393333
,2.603333,4.406667
,2.596667,4.393333
,2.61,4.38
,2.61,4.393333
,2.596667,4.38
,2.596667,4.38
,2.596667,4.38
,2.61,4.393333
,2.61,4.406667
,2.596667,4.366667
,2.603333,4.366667
,2.593333,4.366667
,2.586667,4.38
,2.596667,4.393333
,2.603333,4.393333
,2.596667,4.38
,2.61,4.393333
,2.603333,4.38
,2.593333,4.38
,2.603333,4.38
,2.586667,4.393333
,2.593333,4.38
,2.586667,4.353333
,2.593333,4.366667
,2.593333,4.366667
,2.603333,4.366667
,2.593333,4.366667
,2.586667,4.353333
,2.596667,4.366667
,2.596667,4.366667
,2.586667,4.353333
,2.593333,4.366667
,2.593333,4.366667
,2.593333,4.38
,2.586667,4.366667
,2.593333,4.38
,2.593333,4.38
,2.593333,4.38
,2.596667,4.366667
,2.596667,4.366667
,2.596667,4.366667
,2.596667,4.366667
,2.586667,4.353333
,2.593333,4.353333
,2.593333,4.353333
,2.596667,4.366667
,2.593333,4.353333
,2.58,4.366667
,2.593333,4.353333
,2.586667,4.353333
,2.593333,4.366667
,2.596667,4.353333
,2.593333,4.346667
,2.586667,4.353333
,2.586667,4.353333
,2.593333,4.366667
,2.58,4.353333
,2.58,4.353333
,2.586667,4.346667
,2.58,4.353333
,2.58,4.353333
,2.596667,4.346667
,2.58,4.346667
,2.593333,4.346667
,2.573333,4.346667
,2.593333,4.346667
,2.586667,4.353333
,2.573333,4.346667
,2.573333,4.346667
,2.58,4.353333
,2.593333,4.346667
,2.573333,4.366667
,2.586667,4.353333
,2.58,4.346667
,2.58,4.346667
,2.58,4.346667
,2.566667,4.353333
,2.586667,4.353333
,2.586667,4.333333
,2.586667,4.346667
,2.58,4.346667
,2.58,4.32
,2.58,4.333333
,2.58,4.346667
,2.58,4.346667
,2.573333,4.346667
,2.573333,4.333333
,2.566667,4.353333
,2.593333,4.353333
,2.573333,4.346667
,2.573333,4.346667
,2.573333,4.346667
,2.586667,4.32
,2.58,4.333333
,2.566667,4.333333
,2.566667,4.32
,2.566667,4.32
,2.573333,4.333333
,2.573333,4.333333
,2.566667,4.333333
,2.573333,4.32
,2.56,4.333333
,2.56,4.333333
,2.573333,4.333333
,2.56,4.346667
,2.58,4.333333
,2.566667,4.333333
,2.56,4.32
,2.58,4.333333
,2.56,4.306667
,2.566667,4.32
,2.566667,4.32
,2.573333,4.333333
,2.58,4.333333
,2.566667,4.306667
,2.573333,4.32
,2.56,4.32
,2.58,4.32
,2.573333,4.32
,2.556667,4.32
,2.56,4.333333
,2.573333,4.333333
,2.56,4.32
,2.566667,4.306667
,2.566667,4.32
,2.566667,4.306667
,2.573333,4.306667
,2.573333,4.32
,2.566667,4.32
,2.56,4.32
,2.56,4.32
,2.556667,4.306667
,2.573333,4.333333
,2.556667,4.333333
,2.56,4.306667
,2.566667,4.306667
,2.56,4.306667
,2.566667,4.32
,2.566667,4.306667
,2.56,4.32
,2.566667,4.306667
,2.566667,4.306667
,2.556667,4.306667
,2.56,4.293334
,2.556667,4.306667
,2.556667,4.306667
,2.55,4.293334
,2.55,4.293334
,2.55,4.293334
,2.55,4.306667
,2.556667,4.293334
,2.556667,4.306667
,2.56,4.293334
,2.566667,4.306667
,2.56,4.306667
,2.556667,4.32
,2.56,4.306667
,2.55,4.286667
,2.543333,4.293334
,2.543333,4.293334
,2.556667,4.293334
,2.556667,4.293334
,2.56,4.286667
,2.55,4.306667
,2.56,4.293334
,2.55,4.286667
,2.556667,4.293334
,2.556667,4.286667
,2.55,4.293334
,2.56,4.293334
,2.556667,4.293334
,2.566667,4.286667
,2.556667,4.273334
,2.55,4.26
,2.543333,4.273334
,2.56,4.286667
,2.55,4.286667
,2.556667,4.286667
,2.55,4.273334
,2.55,4.286667
,2.556667,4.286667
,2.556667,4.293334
,2.55,4.286667
,2.55,4.286667
,2.55,4.273334
,2.556667,4.293334
,2.55,4.273334
,2.556667,4.273334
,2.55,4.286667
,2.543333,4.286667
,2.543333,4.273334
,2.556667,4.286667
,2.543333,4.286667
,2.536667,4.273334
,2.543333,4.286667
,2.55,4.273334
,2.55,4.273334
,2.543333,4.26
,2.55,4.273334
,2.543333,4.273334
,2.543333,4.286667
,2.55,4.293334
,2.536667,4.273334
,2.543333,4.273334
,2.55,4.286667
,2.543333,4.273334
,2.543333,4.273334
,2.536667,4.273334
,2.536667,4.26
,2.536667,4.273334
,2.543333,4.26
,2.55,4.273334
,2.536667,4.273334
,2.53,4.273334
,2.543333,4.246666
,2.536667,4.273334
,2.543333,4.26
,2.543333,4.273334
,2.543333,4.26
,2.543333,4.246666
,2.543333,4.273334
,2.543333,4.273334
,2.536667,4.26
,2.53,4.246666
,2.53,4.26
,2.543333,4.246666
,2.536667,4.26
,2.536667,4.26
,2.536667,4.246666
,2.523333,4.273334
,2.543333,4.26
,2.543333,4.26
,2.53,4.26
,2.536667,4.246666
,2.543333,4.26
,2.52,4.26
,2.53,4.246666
,2.543333,4.26
,2.536667,4.26
,2.523333,4.246666
,2.53,4.246666
,2.53,4.246666
,2.53,4.246666
,2.53,4.26
,2.523333,4.246666
,2.53,4.246666
,2.536667,4.246666
,2.53,4.246666
,2.536667,4.26
,2.543333,4.26
,2.536667,4.233333
,2.536667,4.246666
,2.536667,4.246666
,2.523333,4.246666
,2.543333,4.233333
,2.55,4.233333
,2.543333,4.246666
,2.52,4.26
,2.523333,4.246666
,2.536667,4.233333
,2.53,4.233333
,2.536667,4.246666
,2.536667,4.233333
,2.536667,4.22
,2.53,4.233333
,2.523333,4.246666
,2.536667,4.246666
,2.523333,4.213333
,2.536667,4.233333
,2.53,4.22
,2.523333,4.233333
,2.523333,4.233333
,2.52,4.22
,2.53,4.233333
,2.523333,4.246666
,2.53,4.22
,2.536667,4.22
,2.523333,4.233333
,2.52,4.246666
,2.52,4.22
,2.523333,4.233333
,2.53,4.22
,2.523333,4.233333
,2.523333,4.22
,2.53,4.233333
,2.53,4.22
,2.53,4.213333
,2.52,4.22
,2.53,4.233333
,2.523333,4.22
,2.513333,4.213333
,2.53,4.22
,2.53,4.22
,2.513333,4.22
,2.52,4.22
,2.52,4.213333
,2.52,4.22
,2.523333,4.2
,2.52,4.213333
,2.513333,4.22
,2.52,4.213333
,2.52,4.22
,2.52,4.213333
,2.513333,4.2
,2.52,4.213333
,2.513333,4.213333
,2.52,4.22
,2.52,4.213333
,2.53,4.22
,2.513333,4.2
,2.506667,4.213333
,2.52,4.213333
,2.513333,4.233333
,2.523333,4.213333
,2.513333,4.213333
,2.513333,4.213333
,2.523333,4.213333
,2.513333,4.213333
,2.513333,4.213333
,2.506667,4.22
,2.513333,4.2
,2.513333,4.22
,2.52,4.213333
,2.513333,4.213333
,2.52,4.186666
,2.513333,4.213333
,2.52,4.213333
,2.513333,4.213333
,2.513333,4.2
,2.513333,4.2
,2.513333,4.186666
,2.513333,4.213333
,2.506667,4.186666
,2.513333,4.213333
,2.506667,4.2
,2.513333,4.186666
,2.513333,4.186666
,2.506667,4.2
,2.513333,4.213333
,2.493333,4.2
,2.506667,4.2
,2.5,4.2
,2.506667,4.213333
,2.506667,4.186666
,2.513333,4.2
,2.493333,4.186666
,2.506667,4.2
,2.506667,4.2
,2.5,4.173333
,2.52,4.213333
,2.513333,4.173333
,2.506667,4.2
,2.506667,4.186666
,2.506667,4.2
,2.52,4.186666
,2.506667,4.2
,2.5,4.2
,2.506667,4.173333
,2.5,4.186666
,2.52,4.173333
,2.506667,4.186666
,2.506667,4.2
,2.506667,4.186666
,2.5,4.186666
,2.506667,4.186666
,2.5,4.2
,2.5,4.186666
,2.493333,4.186666
,2.513333,4.173333
,2.506667,4.173333
,2.5,4.186666
,2.513333,4.173333
,2.506667,4.16
,2.493333,4.173333
,2.506667,4.186666
,2.513333,4.186666
,2.513333,4.186666
,2.5,4.186666
,2.5,4.173333
,2.5,4.2
,2.493333,4.173333
,2.513333,4.173333
,2.513333,4.186666
,2.5,4.186666
,2.493333,4.186666
,2.493333,4.173333
,2.493333,4.173333
,2.506667,4.173333
,2.5,4.186666
,2.493333,4.16
,2.493333,4.173333
,2.5,4.173333
,2.493333,4.186666
,2.49,4.173333
,2.5,4.186666
,2.493333,4.16
,2.506667,4.16
,2.493333,4.16
,2.5,4.173333
,2.49,4.16
,2.49,4.173333
,2.5,4.173333
,2.483333,4.16
,2.5,4.173333
,2.506667,4.16
,2.5,4.186666
,2.483333,4.16
,2.483333,4.16
,2.49,4.16
,2.49,4.173333
,2.476667,4.173333
,2.493333,4.16
,2.5,4.173333
,2.483333,4.16
,2.483333,4.173333
,2.49,4.173333
,2.49,4.16
,2.5,4.16
,2.5,4.16
,2.49,4.16
,2.483333,4.16
,2.483333,4.16
,2.493333,4.16
,2.483333,4.16
,2.483333,4.16
,2.483333,4.14
,2.493333,4.16
,2.493333,4.16
,2.49,4.146667
,2.49,4.16
,2.493333,4.146667
,2.49,4.16
,2.49,4.146667
,2.476667,4.146667
,2.493333,4.173333
,2.483333,4.146667
,2.476667,4.146667
,2.49,4.173333
,2.476667,4.146667
,2.483333,4.146667
,2.49,4.146667
,2.476667,4.146667
,2.483333,4.146667
,2.49,4.16
,2.49,4.14
,2.49,4.14
,2.483333,4.146667
,2.483333,4.146667
,2.483333,4.16
,2.483333,4.16
,2.483333,4.146667
,2.483333,4.14
,2.476667,4.14
,2.483333,4.16
,2.476667,4.16
,2.483333,4.14
,2.49,4.14
,2.49,4.146667
,2.483333,4.14
,2.483333,4.14
,2.47,4.126667
,2.483333,4.126667
,2.476667,4.146667
,2.483333,4.14
,2.493333,4.14
,2.476667,4.14
,2.476667,4.146667
,2.476667,4.16
,2.47,4.146667
,2.483333,4.14
,2.476667,4.126667
,2.483333,4.146667
,2.476667,4.14
,2.47,4.146667
,2.47,4.126667
,2.476667,4.126667
,2.49,4.126667
,2.476667,4.126667
,2.483333,4.146667
,2.476667,4.146667
,2.49,4.14
,2.47,4.14
,2.47,4.126667
,2.47,4.126667
,2.483333,4.14
,2.476667,4.14
,2.476667,4.14
,2.476667,4.14
,2.476667,4.126667
,2.47,4.14
,2.463333,4.14
,2.476667,4.14
,2.463333,4.146667
,2.47,4.14
,2.47,4.14
,2.476667,4.14
,2.476667,4.113333
,2.47,4.113333
,2.47,4.14
,2.483333,4.113333
,2.47,4.146667
,2.476667,4.14
,2.47,4.126667
,2.47,4.126667
,2.47,4.113333
,2.463333,4.126667
,2.483333,4.126667
,2.463333,4.126667
,2.47,4.126667
,2.47,4.113333
,2.47,4.14
,2.483333,4.14
,2.456667,4.113333
,2.456667,4.113333
,2.463333,4.14
,2.476667,4.126667
,2.47,4.126667
,2.47,4.126667
,2.47,4.1
,2.453333,4.113333
,2.47,4.126667
,2.47,4.126667
,2.47,4.126667
,2.47,4.126667
,2.476667,4.113333
,2.453333,4.113333
,2.456667,4.126667
,2.463333,4.126667
,2.463333,4.14
,2.456667,4.126667
,2.463333,4.113333
,2.47,4.126667
,2.456667,4.126667
,2.463333,4.113333
,2.463333,4.126667
,2.456667,4.113333
,2.456667,4.126667
,2.47,4.126667
,2.456667,4.126667
,2.47,4.126667
,2.463333,4.126667
,2.453333,4.1
,2.456667,4.113333
,2.453333,4.113333
,2.456667,4.14
,2.456667,4.113333
,2.463333,4.113333
,2.463333,4.113333
,2.456667,4.113333
,2.463333,4.113333
,2.47,4.1
,2.463333,4.126667
,2.456667,4.126667
,2.463333,4.126667
,2.456667,4.126667
,2.453333,4.113333
,2.44,4.113333
,2.463333,4.1
,2.463333,4.1
,2.463333,4.113333
,2.456667,4.126667
,2.456667,4.1
,2.453333,4.1
,2.47,4.113333
,2.453333,4.1
,2.47,4.113333
,2.463333,4.113333
,2.446667,4.1
,2.456667,4.1
,2.456667,4.086667
,2.463333,4.086667
,2.456667,4.1
,2.456667,4.113333
,2.446667,4.113333
,2.453333,4.1
,2.456667,4.086667
,2.456667,4.1
,2.463333,4.113333
,2.47,4.113333
,2.463333,4.1
,2.456667,4.1
,2.453333,4.08
,2.453333,4.086667
,2.453333,4.113333
,2.47,4.086667
,2.456667,4.1
,2.453333,4.1
,2.44,4.113333
,2.453333,4.1
,2.446667,4.1
,2.453333,4.113333
,2.456667,4.126667
,2.453333,4.1
,2.456667,4.086667
,2.44,4.113333
,2.446667,4.086667
,2.453333,4.086667
,2.446667,4.086667
,2.463333,4.1
,2.463333,4.086667
,2.453333,4.086667
,2.463333,4.086667
,2.446667,4.1
,2.446667,4.086667
,2.453333,4.086667
,2.453333,4.1
,2.453333,4.1
,2.453333,4.086667
,2.453333,4.086667
,2.446667,4.08
,2.456667,4.1
,2.463333,4.086667
,2.453333,4.086667
,2.446667,4.086667
,2.453333,4.086667
,2.456667,4.1
,2.453333,4.086667
,2.446667,4.086667
,2.453333,4.08
,2.446667,4.08
,2.456667,4.1
,2.446667,4.066667
,2.44,4.08
,2.453333,4.086667
,2.446667,4.08
,2.44,4.08
,2.453333,4.086667
,2.456667,4.08
,2.453333,4.066667
,2.446667,4.08
,2.44,4.086667
,2.453333,4.08
,2.453333,4.1
,2.453333,4.08
,2.453333,4.08
,2.453333,4.086667
,2.446667,4.08
,2.453333,4.1
,2.446667,4.08
,2.433333,4.08
,2.446667,4.08
,2.433333,4.086667
,2.44,4.08
,2.433333,4.08
,2.44,4.1
,2.44,4.066667
,2.44,4.086667
,2.453333,4.086667
,2.44,4.086667
,2.446667,4.086667
,2.453333,4.08
,2.44,4.086667
,2.446667,4.08
,2.446667,4.086667
,2.446667,4.08
,2.44,4.08
,2.44,4.08
,2.446667,4.066667
,2.433333,4.08
,2.44,4.066667
,2.446667,4.08
,2.446667,4.08
,2.44,4.08
,2.446667,4.08
,2.426667,4.08
,2.426667,4.08
,2.446667,4.066667
,2.446667,4.08
,2.44,4.086667
,2.426667,4.08
,2.446667,4.08
,2.433333,4.08
,2.44,4.066667
,2.433333,4.08
,2.446667,4.086667
,2.44,4.086667
,2.44,4.08
,2.446667,4.08
,2.433333,4.08
,2.44,4.066667
,2.44,4.066667
,2.44,4.066667
,2.433333,4.066667
,2.446667,4.066667
,2.433333,4.066667
,2.433333,4.08
,2.433333,4.086667
,2.446667,4.08
,2.433333,4.086667
,2.426667,4.066667
,2.433333,4.086667
,2.426667,4.08
,2.433333,4.08
,2.44,4.08
,2.446667,4.08
,2.44,4.066667
,2.44,4.086667
,2.433333,4.08
,2.44,4.08
,2.426667,4.086667
,2.433333,4.066667
,2.433333,4.066667
,2.433333,4.053333
,2.433333,4.08
,2.433333,4.066667
,2.446667,4.066667
,2.44,4.066667
,2.446667,4.066667
,2.44,4.066667
,2.426667,4.08
,2.433333,4.053333
,2.433333,4.066667
,2.453333,4.08
,2.433333,4.08
,2.426667,4.066667
,2.426667,4.053333
,2.433333,4.053333
,2.44,4.08
,2.446667,4.066667
,2.426667,4.066667
,2.426667,4.066667
,2.433333,4.08
,2.446667,4.066667
,2.433333,4.066667
,2.433333,4.08
,2.44,4.026667
,2.433333,4.08
,2.426667,4.08
,2.426667,4.066667
,2.426667,4.066667
,2.44,4.066667
,2.44,4.08
,2.433333,4.08
,2.42,4.066667
,2.433333,4.066667
,2.426667,4.066667
,2.44,4.08
,2.42,4.066667
,2.44,4.08
,2.426667,4.066667
,2.42,4.053333
,2.433333,4.053333
,2.433333,4.053333
,2.426667,4.066667
,2.44,4.04
,2.426667,4.053333
,2.433333,4.066667
,2.433333,4.053333
,2.42,4.053333
,2.42,4.053333
,2.433333,4.053333
,2.44,4.04
,2.426667,4.066667
,2.426667,4.066667
,2.426667,4.066667
,2.42,4.066667
,2.426667,4.08
,2.433333,4.08
,2.426667,4.066667
,2.426667,4.053333
,2.433333,4.066667
,2.42,4.066667
,2.433333,4.04
,2.426667,4.066667
,2.44,4.066667
,2.426667,4.08
,2.416667,4.066667
,2.44,4.053333
,2.433333,4.053333
,2.42,4.053333
,2.42,4.053333
,2.426667,4.053333
,2.433333,4.053333
,2.42,4.066667
,2.42,4.08
,2.42,4.066667
,2.426667,4.053333
,2.42,4.053333
,2.42,4.053333
,2.426667,4.04
,2.426667,4.066667
,2.426667,4.053333
,2.41,4.053333
,2.433333,4.053333
,2.426667,4.04
,2.433333,4.053333
,2.426667,4.04
,2.426667,4.053333
,2.426667,4.066667
,2.426667,4.053333
,2.42,4.04
,2.416667,4.053333
,2.416667,4.066667
,2.416667,4.053333
,2.433333,4.066667
,2.426667,4.053333
,2.426667,4.053333
,2.42,4.066667
,2.42,4.066667
,2.426667,4.053333
,2.42,4.053333
,2.42,4.04
,2.426667,4.053333
,2.42,4.04
,2.403333,4.053333
,2.426667,4.053333
,2.433333,4.04
,2.426667,4.053333
,2.426667,4.066667
,2.426667,4.053333
,2.426667,4.053333
,2.426667,4.04
,2.426667,4.04
,2.416667,4.04
,2.42,4.04
,2.41,4.066667
,2.42,4.04
,2.426667,4.053333
,2.426667,4.066667
,2.426667,4.053333
,2.42,4.053333
,2.42,4.053333
,2.42,4.053333
,2.42,4.04
,2.426667,4.066667
,2.433333,4.053333
,2.426667,4.066667
,2.426667,4.053333
,2.42,4.053333
,2.416667,4.04
,2.42,4.053333
,2.416667,4.053333
,2.42,4.08
,2.416667,4.053333
,2.426667,4.08
,2.416667,4.066667
,2.42,4.04
,2.416667,4.04
,2.42,4.053333
,2.416667,4.04
,2.42,4.053333
,2.42,4.04
,2.42,4.04
,2.426667,4.04
,2.426667,4.04
,2.416667,4.053333
,2.41,4.053333
,2.426667,4.053333
,2.426667,4.053333
,2.42,4.053333
,2.433333,4.053333
,2.426667,4.04
,2.416667,4.04
,2.416667,4.053333
,2.42,4.053333
,2.416667,4.026667
,2.42,4.053333
,2.416667,4.04
,2.41,4.04
,2.42,4.053333
,2.416667,4.04
,2.41,4.053333
,2.42,4.026667
,2.41,4.04
,2.42,4.053333
,2.416667,4.053333
,2.42,4.066667
,2.42,4.053333
,2.426667,4.053333
,2.416667,4.053333
,2.416667,4.04
,2.42,4.053333
,2.41,4.04
,2.42,4.053333
,2.416667,4.053333
,2.416667,4.04
,2.42,4.04
,2.426667,4.053333
,2.416667,4.04
,2.416667,4.053333
,2.41,4.053333
,2.416667,4.053333
,2.42,4.053333
,2.42,4.066667
,2.42,4.04
,2.416667,4.04
,2.42,4.053333
,2.416667,4.026667
,2.416667,4.026667
,2.42,4.026667
,2.42,4.053333
,2.416667,4.026667
,2.416667,4.04
,2.433333,4.04
,2.42,4.04
,2.41,4.04
,2.426667,4.053333
,2.42,4.04
,2.41,4.053333
,2.416667,4.053333
,2.416667,4.04
,2.41,4.04
,2.416667,4.026667
,2.416667,4.026667
,2.416667,4.04
,2.41,4.04
,2.416667,4.04
,2.403333,4.04
,2.416667,4.053333
,2.42,4.026667
,2.42,4.053333
,2.416667,4.053333
,2.42,4.04
,2.41,4.053333
,2.41,4.04
,2.426667,4.04
,2.426667,4.026667
,2.416667,4.053333
,2.41,4.053333
,2.42,4.04
,2.416667,4.053333
,2.41,4.04
,2.416667,4.04
,2.41,4.04
,2.42,4.04
,2.416667,4.026667
,2.41,4.04
,2.426667,4.026667
,2.42,4.053333
,2.416667,4.04
,2.416667,4.04
,2.416667,4.04
,2.416667,4.04
,2.42,4.026667
,2.416667,4.04
,2.42,4.053333
,2.41,4.053333
,2.42,4.053333
,2.42,4.04
,2.416667,4.04
,2.416667,4.026667
,2.416667,4.053333
,2.416667,4.053333
,2.41,4.053333
,2.41,4.053333
,2.416667,4.04
,2.416667,4.04
,2.41,4.053333
,2.41,4.04
,2.41,4.04
,2.416667,4.053333
,2.416667,4.053333
,2.416667,4.04
,2.416667,4.04
,2.416667,4.04
,2.41,4.04
,2.41,4.04
,2.41,4.04
,2.42,4.04
,2.416667,4.04
,2.41,4.04
,2.41,4.04
,2.42,4.04
,2.42,4.026667
,2.416667,4.04
,2.416667,4.04
,2.42,4.04
,2.403333,4.053333
,2.416667,4.053333
,2.42,4.053333
,2.42,4.053333
,2.41,4.053333
,2.416667,4.04
,2.426667,4.053333
,2.42,4.04
,2.396667,4.053333
,2.41,4.053333
,2.42,4.04
,2.416667,4.053333
,2.416667,4.04
,2.426667,4.066667
,2.403333,4.026667
,2.41,4.04
,2.41,4.053333
,2.41,4.066667
,2.416667,4.04
,2.416667,4.053333
,2.42,4.053333
,2.41,4.04
,2.41,4.04
,2.41,4.026667
,2.416667,4.053333
,2.416667,4.04
,2.42,4.053333
,2.416667,4.066667
,2.42,4.053333
,2.416667,4.053333
,2.41,4.026667
,2.416667,4.053333
,2.41,4.04
,2.416667,4.053333
,2.403333,4.053333
,2.426667,4.04
,2.416667,4.026667
,2.426667,4.04
,2.42,4.053333
,2.41,4.066667
,2.416667,4.04
,2.41,4.066667
,2.41,4.04
,2.41,4.053333
,2.42,4.04
,2.416667,4.053333
,2.416667,4.04
,2.41,4.053333
,2.41,4.053333
,2.41,4.04
,2.41,4.053333
,2.403333,4.026667
,2.416667,4.026667
,2.41,4.04
,2.42,4.053333
,2.41,4.053333
,2.416667,4.04
,2.41,4.053333
,2.416667,4.04
,2.416667,4.04
,2.41,4.053333
,2.416667,4.066667
,2.403333,4.053333
,2.42,4.04
,2.416667,4.053333
,2.416667,4.053333
,2.416667,4.04
,2.416667,4.053333
,2.403333,4.066667
,2.42,4.053333
,2.416667,4.04
,2.42,4.053333
,2.433333,4.053333
,2.416667,4.053333
,2.403333,4.066667
,2.41,4.04
,2.41,4.04
,2.41,4.026667
,2.426667,4.053333
,2.416667,4.066667
,2.416667,4.066667
,2.42,4.066667
,2.403333,4.053333
,2.416667,4.04
,2.403333,4.04
,2.41,4.053333
,2.41,4.066667
,2.42,4.053333
,2.403333,4.026667
,2.416667,4.053333
,2.42,4.04
,2.416667,4.026667
,2.426667,4.053333
,2.42,4.053333
,2.42,4.053333
,2.41,4.053333
,2.416667,4.066667
,2.416667,4.053333
,2.41,4.053333
,2.42,4.066667
,2.416667,4.066667
,2.42,4.066667
,2.42,4.04
,2.42,4.053333
,2.41,4.04
,2.41,4.053333
,2.41,4.053333
,2.41,4.026667
,2.42,4.053333
,2.42,4.066667
,2.416667,4.04
,2.42,4.053333
,2.396667,4.066667
,2.416667,4.053333
,2.416667,4.053333
,2.416667,4.053333
,2.42,4.04
,2.416667,4.053333
,2.42,4.053333
,2.416667,4.053333
,2.416667,4.053333
,2.416667,4.04
,2.41,4.066667
,2.41,4.066667
,2.433333,4.053333
,2.42,4.066667
,2.416667,4.053333
,2.426667,4.053333
,2.41,4.066667
,2.426667,4.053333
,2.42,4.053333
,2.42,4.053333
,2.41,4.066667
,2.42,4.08
,2.41,4.053333
,2.42,4.066667
,2.426667,4.053333
,2.42,4.053333
,2.416667,4.053333
,2.41,4.04
,2.426667,4.066667
,2.42,4.066667
,2.42,4.053333
,2.416667,4.066667
,2.42,4.066667
,2.416667,4.08
,2.42,4.066667
,2.42,4.053333
,2.42,4.053333
,2.426667,4.066667
,2.416667,4.053333
,2.416667,4.066667
,2.42,4.053333
,2.41,4.053333
,2.42,4.066667
,2.426667,4.066667
,2.42,4.04
,2.416667,4.066667
,2.416667,4.053333
,2.426667,4.08
,2.426667,4.053333
,2.41,4.08
,2.426667,4.08
,2.42,4.053333
,2.416667,4.08
,2.416667,4.053333
,2.416667,4.08
,2.41,4.053333
,2.42,4.053333
,2.42,4.08
,2.416667,4.08
,2.42,4.053333
,2.41,4.04
,2.41,4.053333
,2.416667,4.066667
,2.433333,4.053333
,2.416667,4.066667
,2.416667,4.066667
,2.426667,4.066667
,2.42,4.066667
,2.416667,4.08
,2.42,4.066667
,2.41,4.053333
,2.416667,4.08
,2.416667,4.066667
,2.426667,4.053333
,2.433333,4.066667
,2.426667,4.08
,2.41,4.066667
,2.416667,4.08
,2.416667,4.053333
,2.416667,4.08
,2.416667,4.053333
,2.426667,4.066667
,2.42,4.066667
,2.426667,4.066667
,2.426667,4.08
,2.426667,4.066667
,2.416667,4.066667
,2.416667,4.066667
,2.426667,4.08
,2.433333,4.053333
,2.426667,4.086667
,2.426667,4.08
,2.42,4.053333
,2.416667,4.08
,2.426667,4.086667
,2.426667,4.066667
,2.41,4.086667
,2.42,4.053333
,2.42,4.086667
,2.426667,4.066667
,2.416667,4.066667
,2.42,4.066667
,2.41,4.066667
,2.42,4.066667
,2.416667,4.086667
,2.41,4.086667
,2.426667,4.08
,2.426667,4.08
,2.426667,4.08
,2.42,4.08
,2.426667,4.08
,2.41,4.086667
,2.416667,4.053333
,2.416667,4.08
,2.416667,4.066667
,2.42,4.08
,2.426667,4.08
,2.416667,4.066667
,2.42,4.08
,2.426667,4.066667
,2.426667,4.053333
,2.41,4.066667
,2.426667,4.08
,2.42,4.066667
,2.426667,4.08
,2.426667,4.066667
,2.433333,4.08
,2.42,4.066667
,2.416667,4.08
,2.426667,4.08
,2.426667,4.086667
,2.433333,4.086667
,2.426667,4.066667
,2.426667,4.08
,2.416667,4.086667
,2.416667,4.086667
,2.433333,4.08
,2.44,4.08
